"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         338,       -5.06008876,      -2.551701502,      -3.058599205,    -0.04997869101
          0,           0,         339,      -5.067844689,      -2.558978138,       -3.06619074,    -0.05628127304
          0,           0,         340,      -5.075709654,      -2.566472566,      -3.074072383,    -0.06284405995
          0,           0,         341,       -5.08364387,      -2.574075047,      -3.082269676,    -0.06978195488
          0,           0,         342,      -5.091594118,      -2.581667474,      -3.090719041,     -0.0771201469
          0,           0,         343,      -5.099507803,      -2.589150704,       -3.09928427,    -0.08478319378
          0,           0,         344,      -5.107344227,      -2.596458142,      -3.107797571,    -0.09260043391
          0,           0,         345,       -5.11508397,      -2.603566619,      -3.116113102,     -0.1003474487
          0,           0,         346,      -5.122734959,      -2.610507216,      -3.124151483,     -0.1078213068
          0,           0,         347,      -5.130331401,      -2.617364393,      -3.131918602,     -0.1149155603
          0,           0,         348,      -5.137923379,      -2.624252245,      -3.139495621,     -0.1216531002
          0,           0,         349,      -5.145560075,      -2.631273472,      -3.147009119,     -0.1281623913
          0,           0,         350,      -5.153273861,      -2.638482015,      -3.154594045,     -0.1346194469
          0,           0,         351,      -5.161071947,      -2.645869128,      -3.162359029,     -0.1411910755
          0,           0,         352,      -5.168937596,      -2.653376295,       -3.17035957,     -0.1479986849
          0,           0,         353,      -5.176837999,      -2.660922189,      -3.178583867,     -0.1550996196
          0,           0,         354,      -5.184734379,      -2.668427604,       -3.18695618,     -0.1624770839
          0,           0,         355,       -5.19259154,      -2.675831524,      -3.195359405,     -0.1700398018
          0,           0,         356,      -5.200386015,      -2.683101227,      -3.203671353,     -0.1776414951
          0,           0,         357,      -5.208112112,      -2.690240062,      -3.211802287,     -0.1851242175
          0,           0,         358,      -5.215783933,      -2.697289911,      -3.219719993,     -0.1923720797
          0,           0,         359,      -5.223431388,        -2.7043216,      -3.227454662,       -0.19934992
          0,           0,         360,      -5.231090577,      -2.711412109,      -3.235084899,     -0.2061082005
          0,           0,         361,      -5.238792039,      -2.718617472,       -3.24271235,     -0.2127560658
          0,           0,         362,      -5.246551723,      -2.725954815,      -3.250433385,     -0.2194209895
          0,           0,         363,      -5.254367845,      -2.733401359,      -3.258314227,     -0.2262135258
          0,           0,         364,      -5.262223563,      -2.740907662,      -3.266374264,     -0.2332042762
          0,           0,         365,      -5.270093156,       -2.74841576,      -3.274581499,     -0.2404111132
          0,           0,         366,      -5.277949217,      -2.755874363,      -3.282862417,     -0.2477951267
          0,           0,         367,      -5.285769395,      -2.763249099,      -3.291124503,     -0.2552687213
          0,           0,         368,      -5.293541904,      -2.770529326,      -3.299284553,     -0.2627194356
          0,           0,         369,      -5.301268704,      -2.777731451,      -3.307293036,     -0.2700452676
          0,           0,         370,      -5.308964978,       -2.78489584,       -3.31514642,     -0.2771880121
          0,           0,         371,      -5.316654376,      -2.792075121,      -3.322884681,     -0.2841496735
          0,           0,         372,      -5.324361394,      -2.799316721,      -3.330576827,     -0.2909859894
          0,           0,         373,      -5.332103801,      -2.806647155,      -3.338300187,     -0.2977833327
          0,           0,         374,      -5.339887935,      -2.814065143,      -3.346119319,     -0.3046311859
          0,           0,         375,      -5.347708108,      -2.821545475,      -3.354069278,     -0.3115994494
          0,           0,         376,       -5.35554946,      -2.829049764,      -3.362146918,     -0.3187235721
          0,           0,         377,      -5.363392671,       -2.83653839,       -3.37031269,     -0.3259974388
          0,           0,         378,      -5.371219129,      -2.843980035,      -3.378502949,     -0.3333749654
          0,           0,         379,      -5.379015609,      -2.851358208,      -3.386649411,     -0.3407823201
          0,           0,         380,      -5.386777656,      -2.858674918,      -3.394699482,     -0.3481398053
          0,           0,         381,      -5.394510743,      -2.865950517,      -3.402630765,     -0.3553868952
          0,           0,         382,      -5.402228506,      -2.873218208,      -3.410455502,     -0.3625005797
          0,           0,         383,       -5.40994839,      -2.880513695,       -3.41821467,     -0.3694997565
          0,           0,         384,      -5.417686163,      -2.887863549,      -3.425964711,     -0.3764354414
          0,           0,         385,      -5.425451347,      -2.895277196,      -3.433761257,     -0.3833727777
          0,           0,         386,      -5.433245037,       -2.90274564,      -3.441644116,     -0.3903722391
          0,           0,         387,      -5.441060432,      -2.910246369,      -3.449627031,     -0.3974748284
          0,           0,         388,      -5.448885378,      -2.917751323,      -3.457694699,     -0.4046930748
          0,           0,         389,      -5.456705935,      -2.925234717,      -3.465808006,     -0.4120086483
          0,           0,         390,       -5.46451005,      -2.932679064,      -3.473916125,     -0.4193775553
          0,           0,         391,      -5.472290657,      -2.940078984,      -3.481971793,      -0.426742866
          0,           0,         392,      -5.480047485,      -2.947442424,      -3.489944885,     -0.4340519945
          0,           0,         393,      -5.487786984,      -2.954788511,      -3.497830078,     -0.4412726868
          0,           0,         394,      -5.495520217,      -2.962141847,      -3.505646769,     -0.4484017153
          0,           0,         395,       -5.50325936,      -2.969524739,      -3.513432032,     -0.4554635272
          0,           0,         396,      -5.511014025,      -2.976950256,      -3.521229319,     -0.4625005916
          0,           0,         397,      -5.518788674,      -2.984418863,      -3.529076223,     -0.4695599575
          0,           0,         398,      -5.526581814,      -2.991919539,      -3.536994433,     -0.4766804486
          0,           0,         399,      -5.534386936,      -2.999434235,      -3.544984357,     -0.4838832483
          0,           0,         400,      -5.542194634,      -3.006943508,       -3.55302577,     -0.4911672358
          0,           0,         401,      -5.549995249,      -3.014431607,      -3.561084335,     -0.4985098822
          0,           0,         402,       -5.55778142,      -3.021890128,      -3.569122063,     -0.5058739102
          0,           0,         403,      -5.565549989,      -3.029319871,      -3.577108461,     -0.5132184164
          0,           0,         404,      -5.573302752,      -3.036730459,      -3.585028894,     -0.5205111769
          0,           0,         405,      -5.581045772,      -3.044137492,      -3.592887818,     -0.5277379112
          0,           0,         406,      -5.588787424,      -3.051557741,      -3.600706347,     -0.5349053416
          0,           0,         407,      -5.596535804,      -3.059003943,      -3.608515361,     -0.5420375538
          0,           0,         408,      -5.604296402,      -3.066481119,      -3.616346429,     -0.5491677164
          0,           0,         409,      -5.612070745,      -3.073985697,      -3.624223058,     -0.5563282923
          0,           0,         410,      -5.619856303,       -3.08150739,      -3.632154543,     -0.5635424751
          0,           0,         411,      -5.627647488,      -3.089032756,      -3.640133942,     -0.5708186007
          0,           0,         412,      -5.635437346,      -3.096549059,      -3.648140679,     -0.5781485176
          0,           0,         413,       -5.64321947,      -3.104047487,      -3.656146986,     -0.5855103115
          0,           0,         414,        -5.6509897,      -3.111525184,      -3.664126188,     -0.5928748973
          0,           0,         415,      -5.658747173,       -3.11898579,      -3.672060299,     -0.6002147107
          0,           0,         416,      -5.666494446,      -3.126438269,      -3.679944667,     -0.6075117722
          0,           0,         417,      -5.674236604,      -3.133894169,      -3.687788512,     -0.6147624337
          0,           0,         418,      -5.681979654,      -3.141364064,      -3.695611525,     -0.6219774486
          0,           0,         419,      -5.689728731,      -3.148854398,      -3.703437788,      -0.629177793
          0,           0,         420,      -5.697486693,      -3.156365827,      -3.711288862,     -0.6363880407
          0,           0,         421,      -5.705253492,      -3.163893512,      -3.719177916,      -0.643629418
          0,           0,         422,      -5.713026411,       -3.17142901,      -3.727106422,     -0.6509143139
          0,           0,         423,      -5.720800973,      -3.178962909,      -3.735064239,     -0.6582433715
          0,           0,         424,      -5.728572249,        -3.1864874,      -3.743032983,     -0.6656057749
          0,           0,         425,      -5.736336193,      -3.193998198,      -3.750991636,     -0.6729826567
          0,           0,         426,      -5.744090712,      -3.201495489,       -3.75892268,     -0.6803527704
          0,           0,         427,      -5.751836156,       -3.20898371,      -3.766816901,     -0.6876987538
          0,           0,         428,      -5.759575114,      -3.216470149,      -3.774675539,     -0.6950119838
          0,           0,         429,      -5.767311549,      -3.223962702,      -3.782509343,      -0.702294537
          0,           0,         430,       -5.77504958,      -3.231467487,      -3.790335022,     -0.7095578492
          0,           0,         431,      -5.782792294,      -3.238987123,      -3.798170263,     -0.7168188195
          0,           0,         432,      -5.790540949,      -3.246520207,      -3.806028755,     -0.7240947469
          0,           0,         433,      -5.798294758,      -3.254062058,      -3.813916551,      -0.731398586
          0,           0,         434,      -5.806051239,      -3.261606305,      -3.821830707,     -0.7387356526
          0,           0,         435,      -5.813806988,      -3.269146746,      -3.829760522,     -0.7461025189
          0,           0,         436,      -5.821558648,      -3.276678983,      -3.837690916,     -0.7534883087
          0,           0,         437,      -5.829303811,      -3.284201472,      -3.845606935,      -0.760878058
          0,           0,         438,      -5.837041637,      -3.291715795,      -3.853497992,     -0.7682571596
          0,           0,         439,      -5.844773014,      -3.299226087,      -3.861360631,     -0.7756155586
          0,           0,         440,      -5.852500211,      -3.306737739,      -3.869199115,     -0.7829503853
          0,           0,         441,      -5.860226158,      -3.314255759,      -3.877023794,      -0.790266326
          0,           0,         442,       -5.86795356,      -3.321783306,      -3.884847874,     -0.7975737764
          0,           0,         443,      -5.875684154,      -3.329320879,      -3.892683581,     -0.8048855493
          0,           0,         444,      -5.883418286,      -3.336866367,      -3.900538779,     -0.8122131722
          0,           0,         445,      -5.891154907,      -3.344415856,      -3.908414977,     -0.8195637889
          0,           0,         446,      -5.898891944,      -3.351964852,      -3.916307189,      -0.826938414
          0,           0,         447,      -5.906626919,      -3.359509532,      -3.924205649,     -0.8343319222
          0,           0,         448,      -5.914357638,      -3.367047715,      -3.932098799,     -0.8417347376
          0,           0,         449,      -5.922082775,      -3.374579358,      -3.939976662,     -0.8491357388
          0,           0,         450,      -5.929802195,      -3.382106446,       -3.94783358,     -0.8565254985
          0,           0,         451,      -5.937516929,       -3.38963234,      -3.955669586,      -0.863898897
          0,           0,         452,      -5.945228809,      -3.397160728,      -3.963490075,     -0.8712563161
          0,           0,         453,      -5.952939907,      -3.404694535,      -3.971304002,     -0.8786031895
          0,           0,         454,      -5.960651925,        -3.4122351,      -3.979121181,     -0.8859481344
          0,           0,         455,      -5.968365744,      -3.419781894,       -3.98694949,     -0.8933003472
          0,           0,         456,      -5.976081234,      -3.427332809,      -3.994792752,     -0.9006670106
          0,           0,         457,      -5.983797345,      -3.434884862,      -4.002649853,     -0.9080514122
          0,           0,         458,      -5.991512447,      -3.442435075,      -4.010515284,     -0.9154522125
          0,           0,         459,      -5.999224802,      -3.449981277,      -4.018380909,     -0.9228640281
          0,           0,         460,      -6.006933041,      -3.457522631,      -4.026238402,     -0.9302791217
          0,           0,         461,      -6.014636517,      -3.465059778,      -4.034081601,     -0.9376896961
          0,           0,         462,      -6.022335448,      -3.472594586,      -4.041908139,     -0.9450901209
          0,           0,         463,      -6.030030804,      -3.480129535,      -4.049719907,     -0.9524784037
          0,           0,         464,      -6.037723984,      -3.487666972,      -4.057522294,      -0.959856528
          0,           0,         465,      -6.045416397,      -3.495208431,      -4.065322474,     -0.9672296555
          0,           0,         466,      -6.053109062,      -3.502754227,      -4.073127314,     -0.9746044597
          0,           0,         467,      -6.060802346,      -3.510303454,      -4.080941444,     -0.9819871783
          0,           0,         468,      -6.068495904,      -3.517854325,      -4.088766076,     -0.9893818943
          0,           0,         469,      -6.076188809,      -3.525404725,       -4.09659881,     -0.9967894997
          0,           0,         470,      -6.083879834,      -3.532952805,      -4.104434501,      -1.004207596
          0,           0,         471,      -6.091567806,      -3.540497468,      -4.112266833,      -1.011631317
          0,           0,         472,      -6.099251914,      -3.548038608,      -4.120090165,      -1.019054805
          0,           0,         473,      -6.106931915,      -3.555577082,      -4.127901091,      -1.026472923
          0,           0,         474,      -6.114608169,      -3.563114402,      -4.135699278,      -1.033882659
          0,           0,         475,      -6.122281497,      -3.570652267,      -4.143487393,      -1.041283855
          0,           0,         476,      -6.129952923,      -3.578192054,      -4.151270192,      -1.048679077
          0,           0,         477,      -6.137623371,      -3.585734434,      -4.159053075,      -1.056072722
          0,           0,         478,      -6.145293411,      -3.593279223,       -4.16684053,      -1.063469667
          0,           0,         479,      -6.152963121,      -3.600825483,      -4.174634914,      -1.070873877
          0,           0,         480,      -6.160632091,      -3.608371844,      -4.182435893,      -1.078287337
          0,           0,         481,       -6.16829956,      -3.615916897,      -4.190240667,       -1.08570959
          0,           0,         482,       -6.17596464,      -3.623459583,      -4.198044872,      -1.093137975
          0,           0,         483,      -6.183626564,      -3.630999451,      -4.205843903,      -1.100568479
          0,           0,         484,      -6.191284887,      -3.638536735,       -4.21363421,      -1.107996922
          0,           0,         485,      -6.198939589,      -3.646072249,      -4.221414252,      -1.115420151
          0,           0,         486,      -6.206591054,      -3.653607107,      -4.229184814,      -1.122836858
          0,           0,         487,      -6.214239935,      -3.661142393,      -4.236948672,      -1.130247847
          0,           0,         488,      -6.221886955,      -3.668678832,      -4.244709694,      -1.137655673
          0,           0,         489,      -6.229532696,      -3.676216611,      -4.252471704,      -1.145063805
          0,           0,         490,      -6.237177446,      -3.683755348,      -4.260237396,      -1.152475613
          0,           0,         491,      -6.244821133,      -3.691294244,      -4.268007634,       -1.15989341
          0,           0,         492,      -6.252463359,      -3.698832319,      -4.275781277,      -1.167317844
          0,           0,         493,      -6.260103533,      -3.706368693,      -4.283555619,      -1.174747819
          0,           0,         494,      -6.267741034,      -3.713902822,      -4.291327228,      -1.182180836
          0,           0,         495,      -6.275375364,      -3.721434584,      -4.299092976,      -1.189613784
          0,           0,         496,      -6.283006277,       -3.72896427,      -4.306850877,      -1.197043809
          0,           0,         497,       -6.29063387,      -3.736492541,      -4.314600588,      -1.204469164
          0,           0,         498,      -6.298258528,       -3.74402022,      -4.322343389,      -1.211889654
          0,           0,         499,      -6.305880784,      -3.751548017,      -4.330081749,       -1.21930657
          0,           0,         500,      -6.313501146,      -3.759076296,      -4.337818586,      -1.226722175
          0,           0,         501,      -6.321119968,      -3.766605006,      -4.345556425,      -1.234139038
          0,           0,         502,      -6.328737352,      -3.774133714,      -4.353296697,      -1.241559287
          0,           0,         503,      -6.336353132,      -3.781661743,      -4.361039384,      -1.248984034
          0,           0,         504,      -6.343966937,      -3.789188386,        -4.3687831,      -1.256413119
          0,           0,         505,      -6.351578307,        -3.7967131,      -4.376525538,      -1.263845213
          0,           0,         506,      -6.359186825,      -3.804235651,      -4.384264169,      -1.271278261
          0,           0,         507,      -6.366792215,       -3.81175613,      -4.391996966,      -1.278710054
          0,           0,         508,      -6.374394409,      -3.819274903,      -4.399722937,      -1.286138854
          0,           0,         509,      -6.381993547,      -3.826792475,      -4.407442356,      -1.293563841
          0,           0,         510,      -6.389589925,      -3.834309337,       -4.41515661,      -1.300985289
          0,           0,         511,      -6.397183904,      -3.841825825,      -4.422867761,      -1.308404434
          0,           0,         512,      -6.404775805,      -3.849342032,      -4.430577925,      -1.315823057
          0,           0,         513,      -6.412365826,      -3.856857799,      -4.438288673,      -1.323242966
          0,           0,         514,      -6.419953991,      -3.864372774,      -4.446000619,      -1.330665477
          0,           0,         515,       -6.42754015,      -3.871886517,      -4.453713281,      -1.338091059
          0,           0,         516,      -6.435124027,      -3.879398621,      -4.461425279,      -1.345519243
          0,           0,         517,      -6.442705295,      -3.886908811,      -4.469134753,      -1.352948774
          0,           0,         518,      -6.450283676,      -3.894417013,      -4.476839935,      -1.360378022
          0,           0,         519,      -6.457859003,      -3.901923349,      -4.484539613,      -1.367805433
          0,           0,         520,      -6.465431266,      -3.909428091,      -4.492233469,       -1.37522997
          0,           0,         521,      -6.473000601,      -3.916931565,      -4.499922092,      -1.382651364
          0,           0,         522,      -6.480567243,      -3.924434056,      -4.507606784,      -1.390070147
          0,           0,         523,      -6.488131454,      -3.931935721,       -4.51528915,      -1.397487447
          0,           0,         524,      -6.495693447,      -3.939436553,      -4.522970626,      -1.404904636
          0,           0,         525,      -6.503253326,      -3.946936384,      -4.530652073,      -1.412322911
          0,           0,         526,      -6.510811066,      -3.954434945,       -4.53833358,      -1.419742991
          0,           0,         527,      -6.518366521,      -3.961931941,       -4.54601446,      -1.427164887
          0,           0,         528,      -6.525919471,      -3.969427128,      -4.553693494,      -1.434587975
          0,           0,         529,      -6.533469684,      -3.976920373,      -4.561369288,      -1.442011165
          0,           0,         530,       -6.54101698,      -3.984411678,      -4.569040683,      -1.449433246
          0,           0,         531,      -6.548561277,      -3.991901173,      -4.576707064,      -1.456853214
          0,           0,         532,      -6.556102606,      -3.999389057,      -4.584368503,      -1.464270551
          0,           0,         533,      -6.563641094,      -4.006875538,      -4.592025707,      -1.471685327
          0,           0,         534,      -6.571176921,      -4.014360763,      -4.599679772,      -1.479098143
          0,           0,         535,      -6.578710273,      -4.021844793,      -4.607331857,      -1.486509936
          0,           0,         536,      -6.586241279,      -4.029327568,      -4.614982875,      -1.493921685
          0,           0,         537,      -6.593769985,      -4.036808944,      -4.622633199,      -1.501334124
          0,           0,         538,      -6.601296342,      -4.044288727,       -4.63028263,      -1.508747552
          0,           0,         539,      -6.608820225,      -4.051766737,      -4.637930455,      -1.516161762
          0,           0,         540,      -6.616341466,      -4.059242841,      -4.645575684,      -1.523576144
          0,           0,         541,       -6.62385989,      -4.066716956,      -4.653217345,      -1.530989759
          0,           0,         542,      -6.631375406,      -4.074189146,      -4.660854728,      -1.538401801
          0,           0,         543,      -6.638887971,      -4.081659501,      -4.668487607,      -1.545811655
          0,           0,         544,      -6.646397638,      -4.089128159,      -4.676116267,      -1.553219143
          0,           0,         545,      -6.653904518,      -4.096595244,      -4.683741376,      -1.560624492
          0,           0,         546,      -6.661408749,      -4.104060828,      -4.691363789,      -1.568028278
          0,           0,         547,      -6.668910454,      -4.111524916,      -4.698984314,      -1.575431228
          0,           0,         548,      -6.676409709,      -4.118987437,      -4.706603451,      -1.582833986
          0,           0,         549,      -6.683906524,      -4.126448279,      -4.714221292,      -1.590236958
          0,           0,         550,      -6.691400842,      -4.133907316,      -4.721837507,      -1.597640198
          0,           0,         551,      -6.698892557,      -4.141364426,      -4.729451453,      -1.605043385
          0,           0,         552,      -6.706381549,      -4.148819551,      -4.737062379,      -1.612445963
          0,           0,         553,       -6.71386771,      -4.156272677,      -4.744669631,      -1.619847279
          0,           0,         554,      -6.721350977,      -4.163723836,      -4.752272847,      -1.627246765
          0,           0,         555,      -6.728831351,      -4.171173112,      -4.759872029,      -1.634644123
          0,           0,         556,      -6.736308882,      -4.178620586,      -4.767467516,      -1.642039338
          0,           0,         557,      -6.743783663,       -4.18606632,      -4.775059903,      -1.649432706
          0,           0,         558,      -6.751255792,      -4.193510342,      -4.782649812,      -1.656824707
          0,           0,         559,      -6.758725352,      -4.200952635,      -4.790237755,      -1.664215865
          0,           0,         560,      -6.766192383,      -4.208393136,      -4.797823969,      -1.671606582
          0,           0,         561,      -6.773656879,      -4.215831769,      -4.805408391,      -1.678997043
          0,           0,         562,      -6.781118783,      -4.223268445,      -4.812990648,      -1.686387152
          0,           0,         563,      -6.788578014,      -4.230703112,      -4.820570216,      -1.693776606
          0,           0,         564,      -6.796034483,      -4.238135728,      -4.828146552,      -1.701164919
          0,           0,         565,      -6.803488124,      -4.245566301,      -4.835719269,       -1.70855165
          0,           0,         566,      -6.810938907,      -4.252994867,      -4.843288208,      -1.715936439
          0,           0,         567,      -6.818386845,      -4.260421469,      -4.850853499,       -1.72331916
          0,           0,         568,       -6.82583199,      -4.267846164,      -4.858415489,      -1.730699928
          0,           0,         569,      -6.833274408,      -4.275268969,      -4.865974628,      -1.738078997
          0,           0,         570,       -6.84071418,      -4.282689901,      -4.873531366,      -1.745456767
          0,           0,         571,      -6.848151355,      -4.290108931,      -4.881085998,      -1.752833586
          0,           0,         572,      -6.855585951,      -4.297526016,      -4.888638595,      -1.760209686
          0,           0,         573,      -6.863017952,      -4.304941099,      -4.896189002,      -1.767585099
          0,           0,         574,      -6.870447308,      -4.312354133,      -4.903736886,      -1.774959684
          0,           0,         575,      -6.877873961,      -4.319765088,      -4.911281836,      -1.782333147
          0,           0,         576,      -6.885297844,      -4.327173938,      -4.918823503,      -1.789705136
          0,           0,         577,      -6.892718925,      -4.334580709,      -4.926361665,      -1.797075345
          0,           0,         578,      -6.900137192,      -4.341985415,      -4.933896315,      -1.804443581
          0,           0,         579,      -6.907552662,      -4.349388085,      -4.941427609,      -1.811809822
          0,           0,         580,      -6.914965386,       -4.35678875,      -4.948955851,      -1.819174211
          0,           0,         581,      -6.922375416,      -4.364187417,      -4.956481395,      -1.826536987
          0,           0,         582,      -6.929782806,       -4.37158408,      -4.964004533,      -1.833898435
          0,           0,         583,      -6.937187589,      -4.378978726,      -4.971525412,      -1.841258781
          0,           0,         584,      -6.944589768,       -4.38637132,      -4.979043983,      -1.848618119
          0,           0,         585,      -6.951989325,      -4.393761832,      -4.986560096,      -1.855976427
          0,           0,         586,      -6.959386218,      -4.401150225,      -4.994073459,       -1.86333353
          0,           0,         587,      -6.966780405,      -4.408536485,      -5.001583791,      -1.870689202
          0,           0,         588,       -6.97417185,      -4.415920618,      -5.009090857,      -1.878043172
          0,           0,         589,      -6.981560526,      -4.423302619,      -5.016594573,      -1.885395258
          0,           0,         590,      -6.988946441,      -4.430682508,      -5.024094988,      -1.892745379
          0,           0,         591,       -6.99632961,      -4.438060293,       -5.03159228,      -1.900093553
          0,           0,         592,      -7.003710084,      -4.445435999,      -5.039086694,      -1.907439934
          0,           0,         593,      -7.011087899,      -4.452809627,       -5.04657848,      -1.914784724
          0,           0,         594,       -7.01846309,      -4.460181167,      -5.054067799,      -1.922128105
          0,           0,         595,      -7.025835679,      -4.467550608,      -5.061554723,      -1.929470203
          0,           0,         596,      -7.033205664,      -4.474917928,      -5.069039164,      -1.936811067
          0,           0,         597,      -7.040573028,      -4.482283114,      -5.076520949,      -1.944150611
          0,           0,         598,      -7.047937741,      -4.489646145,      -5.083999871,      -1.951488692
          0,           0,         599,      -7.055299766,      -4.497007006,      -5.091475743,      -1.958825111
          0,           0,         600,      -7.062659084,      -4.504365701,      -5.098948426,        -1.9661597
          0,           0,         601,      -7.070015691,      -4.511722238,      -5.106417911,      -1.973492354
          0,           0,         602,      -7.077369589,      -4.519076623,      -5.113884276,      -1.980823034
          0,           0,         603,      -7.084720805,      -4.526428865,      -5.121347694,      -1.988151841
          0,           0,         604,      -7.092069376,      -4.533778968,      -5.128808345,      -1.995478866
          0,           0,         605,      -7.099415332,      -4.541126946,      -5.136266383,      -2.002804273
          0,           0,         606,      -7.106758693,      -4.548472777,      -5.143721901,      -2.010128172
          0,           0,         607,      -7.114099473,      -4.555816461,       -5.15117491,      -2.017450648
          0,           0,         608,      -7.121437667,      -4.563157983,      -5.158625306,      -2.024771648
          0,           0,         609,      -7.128773263,      -4.570497346,      -5.166072958,      -2.032091159
          0,           0,         610,      -7.136106239,      -4.577834521,      -5.173517719,      -2.039408987
          0,           0,         611,      -7.143436566,       -4.58516951,      -5.180959446,      -2.046725025
          0,           0,         612,      -7.150764242,      -4.592502315,      -5.188398094,      -2.054039149
          0,           0,         613,      -7.158089267,       -4.59983295,      -5.195833678,      -2.061351335
          0,           0,         614,      -7.165411649,      -4.607161399,      -5.203266295,      -2.068661565
          0,           0,         615,      -7.172731413,      -4.614487678,      -5.210696085,      -2.075969918
          0,           0,         616,      -7.180048588,      -4.621811801,      -5.218123178,      -2.083276512
          0,           0,         617,      -7.187363193,      -4.629133742,      -5.225547677,      -2.090581413
          0,           0,         618,      -7.194675255,      -4.636453537,      -5.232969614,      -2.097884766
          0,           0,         619,      -7.201984768,      -4.643771149,      -5.240388961,      -2.105186506
          0,           0,         620,       -7.20929173,      -4.651086581,      -5.247805636,      -2.112486652
          0,           0,         621,      -7.216596132,      -4.658399826,      -5.255219522,      -2.119785102
          0,           0,         622,      -7.223897957,      -4.665710889,      -5.262630508,       -2.12708177
          0,           0,         623,      -7.231197203,      -4.673019769,      -5.270038547,      -2.134376574
          0,           0,         624,      -7.238493854,       -4.68032645,      -5.277443618,      -2.141669428
          0,           0,         625,      -7.245787923,      -4.687630949,       -5.28484575,      -2.148960329
          0,           0,         626,      -7.253079416,       -4.69493325,      -5.292245051,      -2.156249299
          0,           0,         627,      -7.260368369,      -4.702233386,       -5.29964161,      -2.163536393
          0,           0,         628,      -7.267654793,      -4.709531349,      -5.307035518,      -2.170821745
          0,           0,         629,      -7.274938698,      -4.716827117,      -5.314426831,      -2.178105312
          0,           0,         630,      -7.282220119,      -4.724120738,       -5.32181557,      -2.185387249
          0,           0,         631,      -7.289499041,      -4.731412167,      -5.329201689,      -2.192667503
          0,           0,         632,       -7.29677546,      -4.738701416,      -5.336585111,      -2.199946015
          0,           0,         633,       -7.30404938,      -4.745988493,      -5.343965746,      -2.207222748
          0,           0,         634,      -7.311320782,      -4.753273382,      -5.351343523,      -2.214497626
          0,           0,         635,      -7.318589659,      -4.760556084,      -5.358718449,      -2.221770543
          0,           0,         636,       -7.32585603,      -4.767836613,      -5.366090506,      -2.229041564
          0,           0,         637,      -7.333119877,      -4.775114936,      -5.373459748,      -2.236310576
          0,           0,         638,      -7.340381247,      -4.782391107,      -5.380826264,      -2.243577706
          0,           0,         639,      -7.347640136,      -4.789665098,      -5.388190111,      -2.250842991
          0,           0,         640,      -7.354896567,      -4.796936922,      -5.395551357,      -2.258106459
          0,           0,         641,      -7.362150548,      -4.804206574,      -5.402910017,      -2.265368165
          0,           0,         642,      -7.369402099,      -4.811474063,      -5.410266115,      -2.272628131
          0,           0,         643,      -7.376651214,      -4.818739391,      -5.417619552,      -2.279886314
          0,           0,         644,      -7.383897891,      -4.826002544,      -5.424970317,      -2.287142686
          0,           0,         645,      -7.391142138,      -4.833263548,       -5.43231835,      -2.294397252
          0,           0,         646,      -7.398383924,       -4.84052236,       -5.43966361,      -2.301649865
          0,           0,         647,      -7.405623288,      -4.847779045,      -5.447006087,      -2.308900571
          0,           0,         648,      -7.412860198,      -4.855033536,      -5.454345826,      -2.316149322
          0,           0,         649,      -7.420094685,      -4.862285873,       -5.46168285,      -2.323396166
          0,           0,         650,       -7.42732676,      -4.869536056,      -5.469017206,       -2.33064106
          0,           0,         651,      -7.434556438,      -4.876784083,      -5.476349002,      -2.337884118
          0,           0,         652,      -7.441783742,      -4.884029973,      -5.483678201,      -2.345125361
          0,           0,         653,      -7.449008658,      -4.891273703,      -5.491004879,      -2.352364808
          0,           0,         654,      -7.456231218,      -4.898515298,      -5.498328958,      -2.359602449
          0,           0,         655,      -7.463451403,       -4.90575474,      -5.505650452,      -2.366838264
          0,           0,         656,      -7.470669239,      -4.912992067,      -5.512969321,      -2.374072295
          0,           0,         657,      -7.477884698,      -4.920227245,      -5.520285508,      -2.381304377
          0,           0,         658,      -7.485097805,      -4.927460294,      -5.527598997,      -2.388534557
          0,           0,         659,      -7.492308542,      -4.934691196,      -5.534909817,      -2.395762825
          0,           0,         660,      -7.499516918,      -4.941919958,      -5.542217966,      -2.402989137
          0,           0,         661,      -7.506722963,      -4.949146603,      -5.549523519,      -2.410213538
          0,           0,         662,      -7.513926678,      -4.956371115,      -5.556826514,      -2.417436057
          0,           0,         663,      -7.521128081,      -4.963593521,      -5.564126939,      -2.424656743
          0,           0,         664,      -7.528327168,      -4.970813787,      -5.571424882,      -2.431875569
          0,           0,         665,      -7.535523968,      -4.978031959,       -5.57872034,      -2.439092585
          0,           0,         666,      -7.542718477,      -4.985248012,      -5.586013212,      -2.446307786
          0,           0,         667,      -7.549910697,      -4.992461957,      -5.593303571,      -2.453521114
          0,           0,         668,      -7.557100653,      -4.999673841,       -5.60059135,      -2.460732651
          0,           0,         669,      -7.564288301,      -5.006883591,       -5.60787651,      -2.467942217
          0,           0,         670,      -7.571473683,      -5.014091249,       -5.61515909,      -2.475149915
          0,           0,         671,      -7.578656785,      -5.021296805,      -5.622439093,      -2.482355648
          0,           0,         672,      -7.585837614,      -5.028500254,      -5.629716515,      -2.489559521
          0,           0,         673,       -7.59301619,       -5.03570163,       -5.63699142,      -2.496761486
